DATE,QTY_B1_1,QTY_B1_2,QTY_B1_3,QTY_B1_4,QTY_B1_5,QTY_B1_6,QTY_B1_7,QTY_B1_8,QTY_B1_9,QTY_B1_10,QTY_B1_11,QTY_B1_12,QTY_B1_13,QTY_B1_14,QTY_B1_15,QTY_B1_16,QTY_B1_17,QTY_B1_18,QTY_B1_19,QTY_B1_20,QTY_B1_21,QTY_B1_22,QTY_B1_23,QTY_B1_24,QTY_B1_25,QTY_B1_26,QTY_B1_27,QTY_B1_28,QTY_B1_29,QTY_B1_30,QTY_B1_31,QTY_B1_32,QTY_B1_33,QTY_B1_34,QTY_B1_35,QTY_B1_36,QTY_B1_37,QTY_B1_38,QTY_B1_39,QTY_B1_40,QTY_B1_41,QTY_B1_42,QTY_B2_1,QTY_B2_2,QTY_B2_3,QTY_B2_4,QTY_B2_5,QTY_B2_6,QTY_B2_7,QTY_B2_8,QTY_B2_9,QTY_B2_10,QTY_B2_11,QTY_B2_12,QTY_B2_13,QTY_B2_14,QTY_B2_15,QTY_B2_16,QTY_B2_17,QTY_B2_18,QTY_B2_19,QTY_B2_20,QTY_B2_21,QTY_B2_22,QTY_B2_23,QTY_B2_24,QTY_B2_25,QTY_B2_26,QTY_B2_27,QTY_B2_28,QTY_B2_29,QTY_B2_30,QTY_B2_31,QTY_B2_32,QTY_B2_33,QTY_B2_34,QTY_B2_35,QTY_B2_36,QTY_B2_37,QTY_B2_38,QTY_B2_39,QTY_B2_40,QTY_B2_41,QTY_B2_42,QTY_B2_43,QTY_B2_44,QTY_B2_45,QTY_B3_1,QTY_B3_2,QTY_B3_3,QTY_B3_4,QTY_B3_5,QTY_B3_6,QTY_B3_7,QTY_B3_8,QTY_B3_9,QTY_B3_10,QTY_B3_11,QTY_B3_12,QTY_B3_13,QTY_B3_14,QTY_B3_15,QTY_B3_16,QTY_B3_17,QTY_B3_18,QTY_B3_19,QTY_B3_20,QTY_B3_21,QTY_B4_1,QTY_B4_2,QTY_B4_3,QTY_B4_4,QTY_B4_5,QTY_B4_6,QTY_B4_7,QTY_B4_8,QTY_B4_9,QTY_B4_10,PROMO_B1_1,PROMO_B1_2,PROMO_B1_3,PROMO_B1_4,PROMO_B1_5,PROMO_B1_6,PROMO_B1_7,PROMO_B1_8,PROMO_B1_9,PROMO_B1_10,PROMO_B1_11,PROMO_B1_12,PROMO_B1_13,PROMO_B1_14,PROMO_B1_15,PROMO_B1_16,PROMO_B1_17,PROMO_B1_18,PROMO_B1_19,PROMO_B1_20,PROMO_B1_21,PROMO_B1_22,PROMO_B1_23,PROMO_B1_24,PROMO_B1_25,PROMO_B1_26,PROMO_B1_27,PROMO_B1_28,PROMO_B1_29,PROMO_B1_30,PROMO_B1_31,PROMO_B1_32,PROMO_B1_33,PROMO_B1_34,PROMO_B1_35,PROMO_B1_36,PROMO_B1_37,PROMO_B1_38,PROMO_B1_39,PROMO_B1_40,PROMO_B1_41,PROMO_B1_42,PROMO_B2_1,PROMO_B2_2,PROMO_B2_3,PROMO_B2_4,PROMO_B2_5,PROMO_B2_6,PROMO_B2_7,PROMO_B2_8,PROMO_B2_9,PROMO_B2_10,PROMO_B2_11,PROMO_B2_12,PROMO_B2_13,PROMO_B2_14,PROMO_B2_15,PROMO_B2_16,PROMO_B2_17,PROMO_B2_18,PROMO_B2_19,PROMO_B2_20,PROMO_B2_21,PROMO_B2_22,PROMO_B2_23,PROMO_B2_24,PROMO_B2_25,PROMO_B2_26,PROMO_B2_27,PROMO_B2_28,PROMO_B2_29,PROMO_B2_30,PROMO_B2_31,PROMO_B2_32,PROMO_B2_33,PROMO_B2_34,PROMO_B2_35,PROMO_B2_36,PROMO_B2_37,PROMO_B2_38,PROMO_B2_39,PROMO_B2_40,PROMO_B2_41,PROMO_B2_42,PROMO_B2_43,PROMO_B2_44,PROMO_B2_45,PROMO_B3_1,PROMO_B3_2,PROMO_B3_3,PROMO_B3_4,PROMO_B3_5,PROMO_B3_6,PROMO_B3_7,PROMO_B3_8,PROMO_B3_9,PROMO_B3_10,PROMO_B3_11,PROMO_B3_12,PROMO_B3_13,PROMO_B3_14,PROMO_B3_15,PROMO_B3_16,PROMO_B3_17,PROMO_B3_18,PROMO_B3_19,PROMO_B3_20,PROMO_B3_21,PROMO_B4_1,PROMO_B4_2,PROMO_B4_3,PROMO_B4_4,PROMO_B4_5,PROMO_B4_6,PROMO_B4_7,PROMO_B4_8,PROMO_B4_9,PROMO_B4_10,total_sales,total_sales_brand_1,total_sales_brand_2,total_sales_brand_3,total_sales_brand_4,promotion_times_brand_1,promotion_times_brand_2,promotion_times_brand_3,promotion_times_brand_4
2014/10/16,6,7,4,3,3,0,3,3,4,0,0,14,4,3,1,1,0,3,0,6,2,1,1,2,6,3,1,1,2,2,1,10,0,1,0,2,5,11,3,2,3,3,1,4,5,12,2,1,8,5,1,3,0,4,3,5,8,1,1,16,0,2,2,3,0,5,2,5,8,8,2,3,0,1,3,4,7,6,3,3,1,2,0,1,2,9,0,0,36,46,3,3,2,1,19,3,55,1,3,0,32,57,83,63,1,7,0,12,5,0,0,2,4,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,735,127,162,427,19,0,29,17,0
2014/10/17,8,0,5,4,3,0,1,2,3,2,5,20,5,3,0,2,0,2,1,7,2,2,0,0,6,2,1,4,3,3,4,14,2,2,2,3,3,3,4,4,1,1,0,0,6,10,2,1,11,4,1,2,2,1,3,2,20,1,2,4,0,1,4,4,2,2,2,4,6,12,3,6,1,3,3,7,7,3,6,11,6,3,1,1,4,12,0,0,46,71,9,22,9,2,48,4,53,7,6,0,35,53,111,81,2,9,0,6,11,2,2,1,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,922,139,186,574,23,0,31,17,0
2014/10/18,5,3,3,2,3,1,3,3,5,5,2,19,5,3,3,2,3,8,4,15,3,4,7,2,1,2,0,6,6,2,6,13,0,1,6,3,4,5,3,5,4,2,0,1,5,16,5,6,4,0,5,7,1,1,0,5,19,3,3,2,1,4,5,8,8,2,2,8,18,7,4,11,1,1,6,13,8,1,12,8,7,3,7,4,2,1,0,3,22,73,15,16,9,3,81,18,63,8,4,0,25,61,78,77,7,14,3,9,6,1,3,1,3,2,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1034,182,235,589,28,0,29,17,0
2014/10/19,1,0,2,1,0,1,2,0,2,1,0,13,0,1,0,0,0,0,2,5,1,0,2,2,1,0,1,1,0,0,3,1,2,0,0,0,3,2,5,1,1,2,1,1,0,6,2,2,1,2,2,0,1,0,3,1,4,1,1,6,0,0,1,2,4,38,2,7,0,0,2,8,0,0,3,2,0,3,2,0,1,6,0,0,0,6,1,0,19,28,0,10,0,0,29,9,14,18,0,2,25,15,30,26,2,3,1,5,1,2,1,0,4,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,432,59,122,236,15,0,22,14,0
2014/10/20,1,0,3,7,1,0,2,0,3,1,1,3,5,2,0,5,1,2,1,3,1,2,3,0,3,0,1,1,1,2,5,1,1,1,4,1,3,3,3,0,3,3,1,2,3,15,2,1,4,1,0,1,1,3,1,0,5,0,0,6,3,1,3,7,0,1,1,1,3,14,0,2,4,1,3,2,8,3,8,4,10,0,1,2,0,8,0,0,37,24,11,17,4,0,23,2,6,4,0,0,22,11,37,22,2,11,0,0,9,0,1,1,5,2,1,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,484,83,136,233,32,0,26,15,0
2014/10/21,5,2,3,2,1,1,1,2,1,0,2,6,3,2,1,0,0,2,0,4,0,4,0,0,6,3,0,3,4,0,2,10,0,2,2,0,4,4,2,0,5,2,2,2,3,13,2,0,2,0,1,2,0,0,5,3,12,0,2,7,0,1,9,5,2,0,0,3,8,11,5,8,0,3,4,3,8,1,6,3,3,3,0,1,7,8,2,0,19,26,13,20,2,2,13,4,6,4,7,0,11,15,31,0,3,4,1,7,15,2,3,0,3,0,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,474,91,160,188,35,0,26,16,0
2014/10/22,5,3,2,1,0,1,1,0,3,3,3,7,2,3,1,1,1,0,2,2,0,1,0,1,3,1,3,2,2,1,6,6,0,1,3,0,3,0,1,1,8,6,0,2,5,17,8,4,7,3,4,3,1,0,4,1,21,1,3,3,0,1,1,3,0,2,0,3,6,19,8,7,2,2,3,7,7,7,9,1,5,3,1,1,4,4,2,0,27,10,12,0,0,0,2,3,19,11,1,0,31,7,37,20,5,7,0,3,22,2,3,0,6,0,3,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,527,90,195,195,47,0,30,14,0
2014/10/23,1,0,6,1,2,1,2,5,4,4,1,16,1,0,1,0,0,4,1,1,1,7,2,1,5,1,1,0,5,2,1,7,1,2,2,0,6,4,2,2,1,2,2,4,3,6,50,2,1,0,2,5,2,3,4,2,8,1,3,4,0,0,3,4,4,2,0,6,10,8,2,2,7,0,3,3,9,1,8,4,17,1,0,0,5,2,3,0,19,10,3,0,0,0,0,1,17,5,4,2,25,1,49,35,7,2,0,5,0,3,3,2,0,1,1,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,521,106,206,185,24,0,29,12,0
2014/10/24,4,3,3,0,2,2,6,3,1,1,5,24,5,5,3,3,0,12,3,13,2,0,2,2,6,2,1,1,4,2,4,5,1,1,6,1,9,1,3,3,7,4,1,7,6,12,3,5,16,0,0,1,0,0,4,0,16,0,6,17,1,0,0,3,5,1,2,2,13,7,3,8,1,4,3,3,5,8,14,9,5,0,2,4,5,4,2,1,22,4,10,0,4,0,7,6,25,0,3,0,19,4,42,8,0,4,3,2,3,1,6,2,6,0,3,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,569,165,208,164,32,0,27,13,0
2014/10/25,8,6,4,0,8,1,0,1,7,4,3,25,5,1,3,2,3,4,0,13,4,5,10,0,5,0,2,6,7,3,2,6,0,4,0,1,11,0,4,4,4,4,0,6,4,33,4,5,2,5,2,4,3,1,7,2,13,2,6,9,1,1,7,7,2,2,2,1,3,18,7,3,1,1,10,5,9,2,10,3,4,1,4,3,4,14,0,0,48,27,4,0,7,14,4,9,36,6,5,0,37,10,43,7,2,6,3,4,2,0,11,4,4,2,3,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,726,180,233,272,41,0,31,16,0
2014/10/26,0,0,5,0,0,0,2,3,3,1,0,12,4,3,1,2,0,1,0,4,3,2,1,1,2,0,1,3,6,1,3,4,0,4,2,0,17,2,4,4,8,1,1,2,5,11,2,1,3,1,1,0,0,0,0,1,6,0,0,2,0,0,1,2,1,6,0,1,1,4,0,4,3,1,3,3,4,2,5,1,23,3,0,0,9,5,0,2,17,7,0,0,1,0,3,19,14,8,3,2,20,4,16,5,6,2,0,2,4,2,5,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,379,110,118,131,20,0,27,14,0
2014/10/27,8,5,4,4,0,0,0,2,0,1,4,2,4,0,0,0,1,2,3,6,1,0,0,0,16,0,1,2,0,1,1,1,0,3,6,0,5,4,3,0,3,1,0,3,3,10,6,0,6,1,7,2,1,3,4,2,15,3,0,7,1,2,1,4,5,2,0,7,5,9,4,8,1,3,3,1,8,7,9,4,0,4,3,7,6,4,1,0,22,0,0,0,0,0,18,6,9,2,1,2,3,10,21,11,1,3,0,5,6,1,4,0,6,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,416,94,182,114,26,0,29,12,0
2014/10/28,9,1,3,5,0,0,9,4,3,5,3,5,3,4,2,1,0,1,5,9,0,0,0,8,0,4,1,2,2,1,0,3,2,0,5,0,1,3,0,2,1,1,0,2,3,6,1,3,4,0,3,0,1,1,0,1,10,1,0,5,0,1,6,5,1,5,3,4,5,8,1,7,2,4,2,3,13,1,8,6,1,0,0,3,5,11,0,1,8,1,0,0,5,1,13,6,15,3,5,1,23,5,17,6,2,3,0,7,1,2,1,0,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,392,108,146,122,16,0,28,15,0
2014/10/29,2,1,2,1,1,1,1,1,2,5,0,19,0,2,0,2,0,5,1,2,2,6,0,0,14,1,0,4,2,0,2,10,1,4,2,4,2,6,1,0,4,1,1,1,5,11,2,1,11,7,1,5,0,3,2,2,21,0,2,8,0,1,1,5,2,2,2,0,7,7,1,4,1,5,5,7,5,1,8,0,2,5,1,5,6,2,0,1,5,0,0,5,0,0,6,6,11,3,5,2,12,1,12,14,3,5,0,5,8,2,0,5,6,2,3,3,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,419,114,168,96,41,5,28,13,0
2014/10/30,4,4,6,1,0,0,0,2,5,3,1,11,3,0,2,1,0,1,2,4,2,0,2,1,2,2,1,1,4,1,5,9,2,2,0,4,6,0,4,3,0,3,2,3,6,8,0,3,3,3,2,2,0,0,7,1,11,0,2,5,0,0,5,5,2,2,0,5,1,4,4,4,5,1,9,0,11,5,3,2,4,6,0,4,2,7,1,2,2,0,0,6,1,0,0,1,1,2,1,0,0,0,1,2,0,1,0,2,44,29,10,8,54,44,4,6,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,578,104,150,22,302,2,29,0,10
2014/10/31,4,2,3,2,3,1,2,4,9,5,2,13,0,5,1,2,0,1,2,14,1,5,2,0,6,2,0,3,2,1,8,8,1,1,2,4,10,1,3,2,6,6,0,4,5,23,3,0,6,2,12,4,1,3,3,0,29,3,5,13,0,1,3,4,7,2,2,9,2,0,6,15,12,1,5,0,17,12,3,11,12,3,3,2,3,13,0,0,0,0,0,4,1,2,2,2,2,0,1,0,0,1,4,1,1,0,1,0,111,48,12,21,63,94,21,37,48,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,986,149,264,22,551,5,28,0,10
2014/11/1,4,1,5,1,2,0,2,1,4,3,3,11,2,3,1,3,0,7,4,0,2,3,0,0,9,3,2,3,4,2,5,8,3,1,1,1,1,2,4,2,6,2,0,7,1,8,1,3,5,4,1,9,4,0,17,2,22,0,4,7,1,1,6,6,8,5,1,6,16,12,5,15,3,2,2,2,12,6,24,10,4,1,1,4,1,10,0,0,0,1,0,6,0,0,0,0,0,0,2,0,1,0,3,0,0,0,1,0,43,29,3,7,32,60,8,11,47,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,720,121,259,14,326,4,30,0,10
2014/11/2,5,0,3,0,0,0,2,1,5,0,1,16,5,5,0,1,1,2,3,1,1,8,0,0,2,1,1,2,1,0,2,1,0,1,1,0,5,0,3,0,0,2,1,1,4,4,6,1,8,3,3,7,1,0,7,3,9,0,1,12,2,0,6,5,1,3,0,3,4,10,4,4,0,1,1,4,8,4,8,0,12,0,0,0,2,1,2,1,1,0,1,3,0,0,2,1,0,1,1,0,2,1,4,1,1,0,0,0,32,46,30,5,66,26,16,1,29,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,550,82,156,20,292,3,28,0,10
2014/11/3,1,2,2,7,2,1,2,2,5,0,1,3,5,1,0,4,0,3,1,9,2,4,4,1,15,6,1,1,6,2,4,2,1,0,2,2,12,4,2,1,9,1,0,2,6,7,7,2,1,6,6,1,2,3,3,1,15,1,2,7,0,0,6,3,1,7,0,1,6,5,0,4,2,4,3,2,11,4,5,5,7,1,0,0,3,5,1,2,0,1,0,7,0,0,2,1,0,0,1,1,3,0,1,0,4,2,0,4,51,12,4,1,20,14,16,19,35,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,526,133,158,29,206,4,30,0,10
2014/11/4,7,3,2,7,0,0,2,3,5,2,1,7,0,3,1,2,0,3,3,5,2,4,5,0,4,3,1,0,3,3,5,3,0,7,7,0,11,3,2,2,3,2,0,1,1,20,4,2,2,0,3,3,3,0,3,1,12,0,1,9,1,0,2,2,2,0,1,4,3,7,0,4,0,1,1,7,6,2,8,6,1,7,2,1,5,6,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,1,0,3,4,1,2,56,22,8,8,15,22,14,9,17,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,514,126,144,17,227,5,26,0,10
2014/11/5,2,0,4,2,2,1,7,0,3,1,0,17,4,3,1,0,1,2,5,9,0,1,1,1,12,6,2,1,2,6,5,1,4,3,2,1,5,3,1,1,1,3,0,0,5,17,1,0,1,3,1,3,0,0,5,2,16,0,3,10,1,0,4,16,7,4,3,2,7,3,2,8,5,0,1,2,2,3,3,1,9,5,0,5,3,6,1,0,6,2,1,3,1,0,3,1,0,4,0,0,0,0,1,7,2,0,0,1,20,26,16,10,18,40,7,3,28,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,508,126,170,32,180,5,28,0,10
2014/11/6,10,0,1,0,2,0,0,0,3,2,3,12,6,1,3,0,0,0,2,11,2,0,1,0,4,0,0,4,1,2,2,3,0,0,1,0,4,2,3,3,3,0,0,3,3,6,6,3,3,3,2,3,0,2,3,3,10,0,5,7,0,3,2,2,3,1,0,8,11,6,3,11,2,0,2,1,2,4,11,3,2,1,1,0,3,10,0,1,0,16,0,4,1,0,0,1,2,2,1,3,1,0,2,0,1,0,0,1,41,19,17,3,63,14,2,11,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,522,91,154,36,241,4,29,0,10
2014/11/7,2,2,6,1,0,5,1,1,1,2,5,20,3,4,1,0,0,1,2,5,2,1,2,0,2,3,3,4,5,2,6,5,0,4,1,3,6,10,4,3,3,2,0,3,6,12,8,3,7,1,10,6,2,1,2,3,19,1,2,19,0,0,6,3,7,3,11,3,6,10,2,2,3,3,8,4,6,11,11,8,11,3,1,14,1,6,0,1,0,2,2,2,0,1,2,4,3,2,5,7,1,3,3,2,3,0,2,0,7,17,31,13,84,24,9,6,35,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,681,133,248,45,255,5,31,0,10
